billing_date,provider,billing_account_id,resource_id,service_name,usage_type,region,team,project,environment,usage_quantity,usage_unit,cost_amount,currency
2026-02-22,AWS,aws-1002,aws-resource-01146,Storage,Object Storage,eu-central-1,Data Platform,Analytics Platform,DEV,235.84,GB,7.0,EUR
2026-04-21,AWS,aws-1001,aws-resource-01147,Storage,Disk Storage,eu-central-1,Customer Product,,DEV,455.15,GB,15.24,EUR
2026-01-26,GCP,gcp-3001,gcp-resource-01148,Networking,Public IP,europe-west1,,Data Governance,Development,461.38,GB,33.21,EUR
2026-03-14,AWS,aws-1002,aws-resource-01149,Storage,Object Storage,eu-west-1,Infrastructure,Cloud Migration,Test,232.84,GB,7.24,EUR
2026-02-09,Azure,az-2002,azure-resource-01150,Networking,Public IP,northeurope,Security,Identity Platform,test,285.34,GB,19.86,EUR
2026-01-11,GCP,gcp-3001,gcp-resource-01151,Database,Read Operations,europe-west1,Customer Product,Customer Portal,Test,195.03,hours,66.1,EUR
2026-02-23,AWS,aws-1001,aws-resource-01152,Storage,Object Storage,eu-west-1,Security,Identity Platform,prod,216.32,GB,11.92,EUR
2026-01-21,AWS,aws-1002,aws-resource-01153,Database,Read Operations,eu-central-1,Security,Identity Platform,prod,462.79,hours,290.99,EUR
2026-06-02,Azure,az-2001,azure-resource-01154,Database,Database Hours,westeurope,Infrastructure,Shared Services,test,296.94,hours,109.62,EUR
2026-06-01,Azure,az-2002,azure-resource-01155,Networking,Public IP,westeurope,Infrastructure,Shared Services,test,495.7,GB,34.32,EUR
2026-04-16,AWS,aws-1002,aws-resource-01156,Storage,Disk Storage,eu-central-1,Customer Product,Customer Portal,Production,350.2,GB,18.94,EUR
2026-01-15,Azure,az-2002,azure-resource-01157,Compute,CPU Hours,northeurope,Customer Product,Customer Portal,test,37.83,hours,6.43,EUR
2026-05-06,AWS,aws-1002,aws-resource-01158,Networking,Data Transfer,eu-central-1,Security,Identity Platform,Development,121.66,GB,10.84,EUR
2026-01-22,Azure,az-2001,azure-resource-01159,Storage,Object Storage,westeurope,Infrastructure,Cloud Migration,prod,301.0,GB,16.71,EUR
2026-01-01,GCP,gcp-3001,gcp-resource-01160,Compute,Instance Hours,europe-west1,Customer Product,,test,325.75,hours,67.29,EUR
2026-01-10,AWS,aws-1001,aws-resource-01161,Database,Database Hours,eu-west-1,Infrastructure,,prod,446.98,hours,267.25,EUR
2026-06-06,AWS,aws-1002,aws-resource-01162,Storage,Object Storage,eu-west-1,Security,Threat Monitoring,Test,419.24,GB,10.96,EUR
2026-06-20,Azure,az-2001,azure-resource-01163,Database,Read Operations,northeurope,Customer Product,Customer Portal,Development,20.86,hours,8.07,EUR
2026-04-29,Azure,az-2001,azure-resource-01164,Database,Database Hours,westeurope,Infrastructure,Shared Services,Development,334.8,hours,107.0,EUR
2026-03-27,AWS,aws-1002,aws-resource-01165,Compute,Instance Hours,eu-central-1,Data Platform,Analytics Platform,prod,362.77,hours,109.87,EUR
2026-04-11,Azure,az-2001,azure-resource-01166,Networking,Public IP,westeurope,Data Platform,Data Governance,DEV,329.81,GB,25.31,EUR
2026-03-24,AWS,aws-1002,aws-resource-01167,Compute,Instance Hours,eu-central-1,Infrastructure,Shared Services,test,483.44,hours,94.43,EUR
2026-03-27,GCP,gcp-3001,gcp-resource-01168,Networking,Data Transfer,europe-west1,,Cloud Migration,Development,210.82,GB,16.8,EUR
2026-06-07,AWS,aws-1002,aws-resource-01169,Networking,Public IP,eu-west-1,Infrastructure,Cloud Migration,Production,317.61,GB,48.64,EUR
2026-04-11,AWS,aws-1001,aws-resource-01170,Networking,Public IP,eu-west-1,Customer Product,Customer Portal,test,373.31,GB,27.84,EUR
2026-05-02,Azure,az-2002,azure-resource-01171,Database,Read Operations,westeurope,Security,,Test,315.39,hours,120.05,EUR
2026-05-29,Azure,az-2002,azure-resource-01172,Storage,Disk Storage,northeurope,Security,Threat Monitoring,Production,409.28,GB,23.22,EUR
2026-01-20,AWS,aws-1002,aws-resource-01173,Storage,Disk Storage,eu-west-1,Data Platform,Analytics Platform,DEV,6.11,GB,0.16,EUR
2026-03-02,GCP,gcp-3001,gcp-resource-01174,Database,Read Operations,europe-west1,Data Platform,Data Governance,test,278.42,hours,105.62,EUR
2026-03-08,GCP,gcp-3001,gcp-resource-01175,Storage,Disk Storage,europe-north1,,Data Governance,DEV,15.24,GB,0.41,EUR
2026-05-21,Azure,az-2001,azure-resource-01176,Storage,Object Storage,westeurope,Security,Identity Platform,Development,158.2,GB,4.81,EUR
2026-04-26,AWS,aws-1002,aws-resource-01177,Compute,Instance Hours,eu-central-1,Customer Product,Customer Portal,Development,482.75,hours,76.82,EUR
2026-02-18,GCP,gcp-3001,gcp-resource-01178,Compute,Instance Hours,europe-west1,Security,Threat Monitoring,Production,179.85,hours,56.31,EUR
2026-06-11,AWS,aws-1002,aws-resource-01179,Storage,Object Storage,eu-central-1,Customer Product,Mobile Application,Test,101.11,GB,3.48,EUR
2026-06-28,Azure,az-2001,azure-resource-01180,Networking,Data Transfer,northeurope,Data Platform,Data Governance,test,244.29,GB,20.05,EUR
2026-05-27,GCP,gcp-3001,gcp-resource-01181,Networking,Data Transfer,europe-north1,Security,Threat Monitoring,Production,23.01,GB,3.0,EUR
2026-05-14,GCP,gcp-3001,gcp-resource-01182,Database,Database Hours,europe-north1,Security,Identity Platform,Production,71.37,hours,39.51,EUR
2026-03-17,Azure,az-2001,azure-resource-01183,Database,Database Hours,westeurope,Data Platform,Analytics Platform,prod,159.47,hours,110.18,EUR
2026-04-04,Azure,az-2001,azure-resource-01184,Storage,Disk Storage,northeurope,Infrastructure,Shared Services,DEV,490.75,GB,16.82,EUR
2026-05-15,GCP,gcp-3001,gcp-resource-01185,Database,Read Operations,europe-west1,,Identity Platform,prod,357.34,hours,250.08,EUR
2026-01-13,AWS,aws-1002,aws-resource-01186,Database,Read Operations,eu-west-1,Infrastructure,Shared Services,prod,293.2,hours,161.38,EUR
2026-01-24,GCP,gcp-3001,gcp-resource-01187,Database,Read Operations,europe-west1,Infrastructure,Cloud Migration,Production,159.39,hours,111.8,EUR
2026-01-28,AWS,aws-1002,aws-resource-01188,Compute,Instance Hours,eu-west-1,Data Platform,Analytics Platform,DEV,405.7,hours,70.97,EUR
2026-02-25,AWS,aws-1001,aws-resource-01189,Database,Database Hours,eu-west-1,Customer Product,Customer Portal,Production,317.27,hours,170.91,EUR
2026-02-19,Azure,az-2002,azure-resource-01190,Compute,CPU Hours,westeurope,Infrastructure,Cloud Migration,DEV,109.45,hours,20.69,EUR
2026-06-04,Azure,az-2002,azure-resource-01191,Networking,Data Transfer,westeurope,Infrastructure,Shared Services,Production,354.92,GB,47.35,EUR
2026-02-03,Azure,az-2001,azure-resource-01192,Storage,Object Storage,westeurope,Infrastructure,Cloud Migration,Test,64.39,GB,2.03,EUR
2026-01-29,GCP,gcp-3001,gcp-resource-01193,Compute,CPU Hours,europe-west1,Data Platform,Data Governance,Production,289.41,hours,98.04,EUR
2026-04-16,Azure,az-2002,azure-resource-01194,Storage,Disk Storage,northeurope,Security,Identity Platform,Production,435.06,GB,22.26,EUR
2026-05-06,GCP,gcp-3001,gcp-resource-01195,Storage,Disk Storage,europe-north1,Customer Product,Customer Portal,test,429.77,GB,13.52,EUR
2026-02-22,AWS,aws-1002,aws-resource-01196,Database,Database Hours,eu-central-1,Data Platform,,Production,375.42,hours,238.24,EUR
2026-03-19,AWS,aws-1001,aws-resource-01197,Database,Read Operations,eu-west-1,Infrastructure,,Test,37.32,hours,12.88,EUR
2026-03-02,GCP,gcp-3001,gcp-resource-01198,Database,Read Operations,europe-west1,Security,Threat Monitoring,DEV,452.88,hours,135.55,EUR
2026-05-13,GCP,gcp-3001,gcp-resource-01199,Storage,Disk Storage,europe-west1,Data Platform,Data Governance,test,53.92,GB,1.79,EUR
2026-05-28,AWS,aws-1001,aws-resource-01200,Compute,CPU Hours,eu-west-1,Customer Product,Mobile Application,test,466.03,hours,92.84,EUR
2026-04-19,AWS,aws-1002,aws-resource-01201,Compute,CPU Hours,eu-west-1,Infrastructure,,prod,97.75,hours,33.88,EUR
2026-04-02,GCP,gcp-3001,gcp-resource-01202,Networking,Data Transfer,europe-north1,Infrastructure,Cloud Migration,prod,165.73,GB,26.43,EUR
2026-02-22,Azure,az-2002,azure-resource-01203,Storage,Disk Storage,westeurope,Security,Identity Platform,prod,119.5,GB,7.16,EUR
2026-05-31,AWS,aws-1002,aws-resource-01204,Networking,Data Transfer,eu-central-1,Customer Product,Customer Portal,Production,23.12,GB,2.84,EUR
2026-06-03,GCP,gcp-3001,gcp-resource-01205,Networking,Data Transfer,europe-north1,Customer Product,Customer Portal,Production,51.29,GB,6.83,EUR
2026-01-26,GCP,gcp-3001,gcp-resource-01206,Database,Database Hours,europe-north1,Customer Product,Customer Portal,prod,398.88,hours,280.5,EUR
2026-06-10,AWS,aws-1001,aws-resource-01207,Networking,Public IP,eu-west-1,Infrastructure,Shared Services,prod,18.32,GB,2.32,EUR
2026-01-16,AWS,aws-1002,aws-resource-01208,Storage,Object Storage,eu-west-1,Customer Product,Customer Portal,prod,102.83,GB,5.21,EUR
2026-06-26,AWS,aws-1001,aws-resource-01209,Compute,Instance Hours,eu-central-1,Customer Product,Mobile Application,Development,418.2,hours,73.74,EUR
2026-02-24,Azure,az-2001,azure-resource-01210,Compute,Instance Hours,northeurope,,Mobile Application,DEV,58.72,hours,11.41,EUR
2026-06-01,AWS,aws-1002,aws-resource-01211,Networking,Public IP,eu-west-1,Customer Product,Customer Portal,Test,442.5,GB,35.73,EUR
2026-02-24,GCP,gcp-3001,gcp-resource-01212,Storage,Object Storage,europe-north1,Security,Threat Monitoring,DEV,143.19,GB,3.99,EUR
2026-06-29,Azure,az-2001,azure-resource-01213,Networking,Public IP,northeurope,Security,Identity Platform,test,67.76,GB,4.7,EUR
2026-06-05,GCP,gcp-3001,gcp-resource-01214,Storage,Object Storage,europe-west1,Data Platform,Analytics Platform,prod,124.04,GB,5.8,EUR
2026-02-22,Azure,az-2001,azure-resource-01215,Compute,Instance Hours,westeurope,Infrastructure,Shared Services,prod,26.79,hours,8.66,EUR
2026-02-12,GCP,gcp-3001,gcp-resource-01216,Storage,Disk Storage,europe-west1,Security,Identity Platform,Production,370.18,GB,18.92,EUR
2026-06-13,AWS,aws-1001,aws-resource-01217,Compute,Instance Hours,eu-west-1,Data Platform,Analytics Platform,Production,164.64,hours,57.47,EUR
2026-04-01,Azure,az-2002,azure-resource-01218,Compute,CPU Hours,westeurope,,Threat Monitoring,Test,17.79,hours,2.87,EUR
2026-05-03,GCP,gcp-3001,gcp-resource-01219,Database,Read Operations,europe-west1,Infrastructure,Shared Services,prod,302.17,hours,194.73,EUR
2026-06-03,AWS,aws-1001,aws-resource-01220,Storage,Object Storage,eu-central-1,Infrastructure,Cloud Migration,Test,220.17,GB,5.67,EUR
2026-05-25,AWS,aws-1001,aws-resource-01221,Networking,Data Transfer,eu-central-1,Infrastructure,Shared Services,Development,267.37,GB,20.78,EUR
2026-04-07,AWS,aws-1001,aws-resource-01222,Database,Database Hours,eu-central-1,Customer Product,,Development,411.68,hours,156.41,EUR
2026-01-05,AWS,aws-1001,aws-resource-01223,Networking,Data Transfer,eu-west-1,Customer Product,Customer Portal,Test,232.71,GB,17.81,EUR
2026-05-16,AWS,aws-1001,aws-resource-01224,Database,Read Operations,eu-central-1,Data Platform,Analytics Platform,Test,66.51,hours,23.67,EUR
2026-05-16,GCP,gcp-3001,gcp-resource-01225,Storage,Disk Storage,europe-north1,Security,Threat Monitoring,prod,192.15,GB,11.2,EUR
2026-06-15,AWS,aws-1002,aws-resource-01226,Storage,Disk Storage,eu-central-1,Data Platform,Analytics Platform,Development,364.36,GB,11.0,EUR
2026-02-24,AWS,aws-1001,aws-resource-01227,Compute,CPU Hours,eu-central-1,Customer Product,Mobile Application,test,363.99,hours,66.07,EUR
2026-04-06,AWS,aws-1002,aws-resource-01228,Networking,Data Transfer,eu-west-1,Data Platform,Data Governance,DEV,82.55,GB,7.49,EUR
2026-01-06,Azure,az-2001,azure-resource-01229,Storage,Disk Storage,northeurope,Infrastructure,Shared Services,prod,479.81,GB,29.11,EUR
2026-02-27,Azure,az-2001,azure-resource-01230,Networking,Public IP,westeurope,Infrastructure,Shared Services,Test,255.08,GB,22.97,EUR
2026-06-26,GCP,gcp-3001,gcp-resource-01231,Storage,Object Storage,europe-north1,Infrastructure,Shared Services,Test,416.72,GB,10.86,EUR
2026-05-31,GCP,gcp-3001,gcp-resource-01232,Compute,Instance Hours,europe-north1,Infrastructure,Cloud Migration,Development,101.19,hours,18.36,EUR
2026-02-01,GCP,gcp-3001,gcp-resource-01233,Storage,Object Storage,europe-west1,Customer Product,Customer Portal,DEV,265.47,GB,8.49,EUR
2026-04-15,GCP,gcp-3001,gcp-resource-01234,Compute,Instance Hours,europe-west1,Customer Product,Mobile Application,Development,499.72,hours,77.52,EUR
2026-05-15,GCP,gcp-3001,gcp-resource-01235,Networking,Data Transfer,europe-west1,Infrastructure,Shared Services,DEV,390.56,GB,33.31,EUR
2026-01-04,AWS,aws-1001,aws-resource-01236,Compute,CPU Hours,eu-central-1,Data Platform,Analytics Platform,Test,68.31,hours,12.65,EUR
2026-06-08,Azure,az-2001,azure-resource-01237,Networking,Public IP,northeurope,Infrastructure,Shared Services,test,454.43,GB,40.9,EUR
2026-05-28,GCP,gcp-3001,gcp-resource-01238,Database,Database Hours,europe-north1,,Customer Portal,Production,436.07,hours,286.2,EUR
2026-02-13,AWS,aws-1001,aws-resource-01239,Storage,Object Storage,eu-west-1,Security,,prod,379.48,GB,19.92,EUR
2026-03-17,AWS,aws-1001,aws-resource-01240,Storage,Disk Storage,eu-west-1,Security,Threat Monitoring,Production,131.3,GB,6.1,EUR
2026-05-13,Azure,az-2001,azure-resource-01241,Compute,Instance Hours,westeurope,Infrastructure,Cloud Migration,DEV,483.31,hours,93.36,EUR
2026-06-05,Azure,az-2001,azure-resource-01242,Compute,Instance Hours,northeurope,Data Platform,,prod,183.85,hours,57.74,EUR
2026-03-29,AWS,aws-1002,aws-resource-01243,Networking,Data Transfer,eu-central-1,Data Platform,Data Governance,prod,384.96,GB,51.34,EUR
2026-02-06,GCP,gcp-3001,gcp-resource-01244,Storage,Disk Storage,europe-north1,Security,Identity Platform,DEV,382.71,GB,11.98,EUR
2026-03-29,GCP,gcp-3001,gcp-resource-01245,Compute,Instance Hours,europe-north1,Data Platform,Analytics Platform,Test,492.65,hours,96.13,EUR
2026-06-20,GCP,gcp-3001,gcp-resource-01246,Storage,Disk Storage,europe-west1,Security,Identity Platform,Test,363.31,GB,9.44,EUR
2026-04-26,GCP,gcp-3001,gcp-resource-01247,Compute,Instance Hours,europe-north1,Infrastructure,Cloud Migration,prod,467.81,hours,161.33,EUR
2026-04-27,GCP,gcp-3001,gcp-resource-01248,Networking,Public IP,europe-west1,Security,Threat Monitoring,Test,374.28,GB,31.52,EUR
2026-03-21,GCP,gcp-3001,gcp-resource-01249,Database,Database Hours,europe-west1,Security,Identity Platform,Development,15.53,hours,5.44,EUR
2026-01-15,AWS,aws-1002,aws-resource-01250,Storage,Object Storage,eu-central-1,Customer Product,Mobile Application,DEV,205.09,GB,6.26,EUR
2026-02-25,AWS,aws-1002,aws-resource-01251,Networking,Data Transfer,eu-west-1,Data Platform,Data Governance,Production,322.76,GB,41.93,EUR
2026-01-01,Azure,az-2002,azure-resource-01252,Database,Read Operations,westeurope,Customer Product,Customer Portal,Production,418.81,hours,301.92,EUR
2026-05-20,AWS,aws-1001,aws-resource-01253,Networking,Public IP,eu-central-1,Infrastructure,Cloud Migration,prod,206.08,GB,32.02,EUR
2026-04-20,AWS,aws-1001,aws-resource-01254,Networking,Data Transfer,eu-west-1,Security,,prod,12.39,GB,1.77,EUR
2026-05-31,GCP,gcp-3001,gcp-resource-01255,Database,Read Operations,europe-west1,Infrastructure,Cloud Migration,Development,202.34,hours,63.36,EUR
2026-04-10,AWS,aws-1001,aws-resource-01256,Storage,Object Storage,eu-west-1,,Identity Platform,Test,219.95,GB,6.38,EUR
2026-01-07,Azure,az-2001,azure-resource-01257,Storage,Object Storage,northeurope,Data Platform,Analytics Platform,Development,412.66,GB,13.58,EUR
2026-02-15,GCP,gcp-3001,gcp-resource-01258,Compute,CPU Hours,europe-north1,Infrastructure,Cloud Migration,test,164.09,hours,29.12,EUR
2026-06-03,GCP,gcp-3001,gcp-resource-01259,Storage,Disk Storage,europe-west1,Data Platform,Data Governance,Production,448.38,GB,23.78,EUR
2026-05-23,AWS,aws-1001,aws-resource-01260,Networking,Public IP,eu-central-1,Customer Product,Mobile Application,prod,300.17,GB,41.21,EUR
2026-03-09,Azure,az-2001,azure-resource-01261,Compute,Instance Hours,westeurope,Customer Product,Customer Portal,DEV,468.6,hours,88.77,EUR
2026-02-21,AWS,aws-1002,aws-resource-01262,Networking,Public IP,eu-west-1,Customer Product,Customer Portal,Development,182.15,GB,16.45,EUR
2026-02-11,Azure,az-2001,azure-resource-01263,Compute,CPU Hours,westeurope,Security,Identity Platform,prod,340.63,hours,96.41,EUR
2026-02-18,AWS,aws-1001,aws-resource-01264,Networking,Public IP,eu-west-1,Customer Product,Mobile Application,Test,488.33,GB,37.61,EUR
2026-02-06,GCP,gcp-3001,gcp-resource-01265,Database,Read Operations,europe-west1,Infrastructure,Shared Services,prod,432.96,hours,258.28,EUR
2026-04-12,AWS,aws-1002,aws-resource-01266,Networking,Data Transfer,eu-west-1,Infrastructure,Shared Services,prod,342.61,GB,54.25,EUR
2026-05-31,Azure,az-2001,azure-resource-01267,Networking,Data Transfer,westeurope,,Customer Portal,test,50.67,GB,4.04,EUR
2026-04-20,Azure,az-2001,azure-resource-01268,Networking,Data Transfer,westeurope,Customer Product,Mobile Application,test,344.96,GB,27.08,EUR
2026-06-29,GCP,gcp-3001,gcp-resource-01269,Storage,Disk Storage,europe-west1,,Shared Services,DEV,480.08,GB,12.34,EUR
2026-01-04,Azure,az-2002,azure-resource-01270,Networking,Data Transfer,northeurope,Data Platform,Data Governance,DEV,261.55,GB,22.85,EUR
2026-04-11,GCP,gcp-3001,gcp-resource-01271,Storage,Object Storage,europe-north1,Data Platform,Analytics Platform,Development,338.57,GB,8.9,EUR
2026-02-14,GCP,gcp-3001,gcp-resource-01272,Networking,Data Transfer,europe-north1,Data Platform,Data Governance,Production,263.8,GB,41.07,EUR
2026-06-05,GCP,gcp-3001,gcp-resource-01273,Networking,Data Transfer,europe-west1,Security,Identity Platform,test,137.92,GB,10.8,EUR
2026-06-03,AWS,aws-1002,aws-resource-01274,Compute,CPU Hours,eu-west-1,Infrastructure,Cloud Migration,prod,332.85,hours,109.21,EUR
2026-01-10,Azure,az-2002,azure-resource-01275,Database,Database Hours,northeurope,Data Platform,Analytics Platform,Test,256.23,hours,102.12,EUR
2026-04-26,AWS,aws-1002,aws-resource-01276,Storage,Disk Storage,eu-west-1,Security,Threat Monitoring,test,97.45,GB,3.3,EUR
2026-04-22,GCP,gcp-3001,gcp-resource-01277,Compute,Instance Hours,europe-west1,Security,Threat Monitoring,Test,79.21,hours,14.79,EUR
2026-02-17,Azure,az-2001,azure-resource-01278,Storage,Disk Storage,westeurope,Security,Identity Platform,test,264.57,GB,7.7,EUR
2026-05-26,GCP,gcp-3001,gcp-resource-01279,Database,Database Hours,europe-west1,Data Platform,Data Governance,test,311.67,hours,115.16,EUR
2026-06-01,AWS,aws-1002,aws-resource-01280,Database,Database Hours,eu-west-1,Customer Product,Mobile Application,prod,467.44,hours,285.05,EUR
2026-04-11,Azure,az-2001,azure-resource-01281,Database,Database Hours,westeurope,Customer Product,Customer Portal,Test,370.98,hours,143.35,EUR
2026-05-04,Azure,az-2001,azure-resource-01282,Networking,Public IP,northeurope,,Mobile Application,Development,97.37,GB,8.4,EUR
2026-01-27,AWS,aws-1001,aws-resource-01283,Storage,Object Storage,eu-central-1,Security,Identity Platform,Test,305.93,GB,9.69,EUR
2026-05-05,Azure,az-2002,azure-resource-01284,Database,Read Operations,westeurope,Data Platform,Data Governance,Test,165.57,hours,59.86,EUR
2026-05-04,AWS,aws-1002,aws-resource-01285,Storage,Object Storage,eu-west-1,Infrastructure,Cloud Migration,Test,41.88,GB,1.38,EUR
2026-03-25,AWS,aws-1002,aws-resource-01286,Database,Read Operations,eu-west-1,Customer Product,,Development,109.04,hours,35.96,EUR
2026-05-02,Azure,az-2001,azure-resource-01287,Database,Database Hours,northeurope,Customer Product,Customer Portal,Test,443.62,hours,170.06,EUR
2026-01-28,Azure,az-2002,azure-resource-01288,Database,Database Hours,westeurope,Data Platform,Analytics Platform,prod,350.08,hours,230.03,EUR
2026-05-24,Azure,az-2001,azure-resource-01289,Storage,Object Storage,northeurope,Security,Threat Monitoring,Production,349.56,GB,19.01,EUR
2026-02-11,AWS,aws-1001,aws-resource-01290,Database,Read Operations,eu-central-1,Infrastructure,Cloud Migration,Test,428.94,hours,143.3,EUR
2026-02-05,Azure,az-2002,azure-resource-01291,Compute,CPU Hours,northeurope,Infrastructure,Shared Services,DEV,143.37,hours,28.61,EUR
2026-03-15,GCP,gcp-3001,gcp-resource-01292,Database,Database Hours,europe-north1,Infrastructure,Shared Services,Development,394.87,hours,152.37,EUR
2026-03-20,GCP,gcp-3001,gcp-resource-01293,Compute,Instance Hours,europe-west1,Data Platform,,Production,441.83,hours,123.52,EUR
2026-05-04,AWS,aws-1001,aws-resource-01294,Storage,Object Storage,eu-central-1,Customer Product,Customer Portal,Production,108.13,GB,5.53,EUR
2026-06-08,GCP,gcp-3001,gcp-resource-01295,Storage,Object Storage,europe-north1,Data Platform,Data Governance,Test,310.37,GB,8.99,EUR
2026-02-08,GCP,gcp-3001,gcp-resource-01296,Storage,Object Storage,europe-north1,Security,Threat Monitoring,test,474.98,GB,14.86,EUR
2026-05-20,GCP,gcp-3001,gcp-resource-01297,Storage,Object Storage,europe-west1,Infrastructure,Shared Services,Test,113.13,GB,3.71,EUR
2026-04-07,AWS,aws-1001,aws-resource-01298,Storage,Object Storage,eu-west-1,Customer Product,Customer Portal,test,155.91,GB,4.11,EUR
2026-05-01,Azure,az-2002,azure-resource-01299,Database,Database Hours,northeurope,Security,Identity Platform,Development,16.99,hours,5.35,EUR
2026-02-04,AWS,aws-1002,aws-resource-01300,Storage,Object Storage,eu-west-1,Infrastructure,Shared Services,Development,283.21,GB,7.9,EUR
2026-05-21,Azure,az-2001,azure-resource-01301,Storage,Disk Storage,westeurope,Data Platform,Data Governance,prod,366.13,GB,19.13,EUR
2026-05-25,GCP,gcp-3001,gcp-resource-01302,Networking,Data Transfer,europe-north1,Customer Product,Customer Portal,DEV,394.67,GB,33.74,EUR
2026-06-18,AWS,aws-1001,aws-resource-01303,Storage,Disk Storage,eu-west-1,Customer Product,Customer Portal,Production,367.74,GB,21.64,EUR
2026-05-19,GCP,gcp-3001,gcp-resource-01304,Storage,Disk Storage,europe-north1,Customer Product,Customer Portal,prod,395.73,GB,23.65,EUR
2026-04-11,Azure,az-2002,azure-resource-01305,Networking,Data Transfer,westeurope,Data Platform,Data Governance,test,441.84,GB,32.37,EUR
2026-02-16,GCP,gcp-3001,gcp-resource-01306,Database,Read Operations,europe-west1,Infrastructure,Shared Services,DEV,307.55,hours,114.91,EUR
2026-05-15,AWS,aws-1002,aws-resource-01307,Storage,Object Storage,eu-west-1,Security,Identity Platform,test,451.03,GB,13.4,EUR
2026-04-04,Azure,az-2002,azure-resource-01308,Database,Database Hours,westeurope,Customer Product,,test,377.61,hours,116.25,EUR
2026-05-10,AWS,aws-1002,aws-resource-01309,Compute,CPU Hours,eu-west-1,Data Platform,Data Governance,test,442.99,hours,80.18,EUR
2026-01-11,GCP,gcp-3001,gcp-resource-01310,Database,Database Hours,europe-north1,Infrastructure,Cloud Migration,Production,400.35,hours,284.19,EUR
2026-03-30,Azure,az-2001,azure-resource-01311,Storage,Object Storage,westeurope,Security,Identity Platform,Test,163.76,GB,4.85,EUR
2026-05-11,AWS,aws-1001,aws-resource-01312,Storage,Object Storage,eu-west-1,Customer Product,,prod,241.59,GB,13.65,EUR
2026-04-12,AWS,aws-1001,aws-resource-01313,Networking,Data Transfer,eu-west-1,Security,Identity Platform,Production,306.31,GB,39.02,EUR
2026-02-05,AWS,aws-1001,aws-resource-01314,Storage,Object Storage,eu-west-1,Customer Product,Customer Portal,DEV,208.01,GB,6.71,EUR
2026-04-25,AWS,aws-1001,aws-resource-01315,Compute,CPU Hours,eu-central-1,Security,Threat Monitoring,Production,64.87,hours,22.42,EUR
2026-06-19,AWS,aws-1001,aws-resource-01316,Storage,Disk Storage,eu-central-1,Customer Product,Customer Portal,DEV,171.97,GB,5.22,EUR
2026-06-10,GCP,gcp-3001,gcp-resource-01317,Compute,CPU Hours,europe-west1,Customer Product,,Production,395.97,hours,135.34,EUR
2026-06-29,GCP,gcp-3001,gcp-resource-01318,Database,Read Operations,europe-north1,Customer Product,Customer Portal,Production,420.8,hours,272.37,EUR
2026-02-28,AWS,aws-1002,aws-resource-01319,Compute,Instance Hours,eu-west-1,Customer Product,Mobile Application,DEV,412.63,hours,80.43,EUR
2026-02-24,Azure,az-2001,azure-resource-01320,Storage,Disk Storage,westeurope,Security,Threat Monitoring,DEV,156.94,GB,5.31,EUR
2026-05-03,GCP,gcp-3001,gcp-resource-01321,Storage,Disk Storage,europe-north1,Data Platform,Analytics Platform,DEV,65.94,GB,2.05,EUR
2026-04-16,AWS,aws-1001,aws-resource-01322,Storage,Object Storage,eu-west-1,Data Platform,Data Governance,DEV,215.97,GB,6.66,EUR
2026-06-29,Azure,az-2002,azure-resource-01323,Compute,Instance Hours,westeurope,Infrastructure,Shared Services,test,317.71,hours,48.74,EUR
2026-04-26,AWS,aws-1002,aws-resource-01324,Compute,CPU Hours,eu-central-1,Data Platform,Data Governance,DEV,284.39,hours,55.31,EUR
2026-02-14,GCP,gcp-3001,gcp-resource-01325,Compute,CPU Hours,europe-north1,Infrastructure,Shared Services,Development,189.13,hours,33.28,EUR
2026-05-12,AWS,aws-1001,aws-resource-01326,Storage,Object Storage,eu-west-1,Infrastructure,Shared Services,Test,34.4,GB,0.91,EUR
2026-01-11,AWS,aws-1001,aws-resource-01327,Networking,Data Transfer,eu-central-1,Customer Product,Customer Portal,Production,247.05,GB,34.76,EUR
2026-02-20,Azure,az-2001,azure-resource-01328,Compute,CPU Hours,northeurope,Customer Product,Customer Portal,Development,353.63,hours,62.96,EUR
2026-05-16,AWS,aws-1002,aws-resource-01329,Storage,Disk Storage,eu-central-1,Data Platform,Data Governance,Production,407.43,GB,20.6,EUR
2026-05-16,AWS,aws-1002,aws-resource-01330,Networking,Public IP,eu-central-1,Customer Product,,Test,220.37,GB,16.83,EUR
2026-02-21,GCP,gcp-3001,gcp-resource-01331,Networking,Data Transfer,europe-north1,,Shared Services,Production,170.21,GB,28.19,EUR
2026-02-05,Azure,az-2002,azure-resource-01332,Networking,Data Transfer,westeurope,Security,,Test,36.72,GB,2.71,EUR
2026-01-18,AWS,aws-1001,aws-resource-01333,Database,Database Hours,eu-central-1,Security,Threat Monitoring,Development,315.28,hours,94.62,EUR
2026-05-20,GCP,gcp-3001,gcp-resource-01334,Networking,Public IP,europe-west1,Security,,test,329.28,GB,27.02,EUR
2026-05-31,Azure,az-2002,azure-resource-01335,Storage,Disk Storage,northeurope,Data Platform,,Test,306.38,GB,7.92,EUR
2026-06-04,GCP,gcp-3001,gcp-resource-01336,Networking,Data Transfer,europe-north1,Customer Product,Customer Portal,test,64.54,GB,5.03,EUR
2026-03-01,Azure,az-2001,azure-resource-01337,Compute,CPU Hours,northeurope,Customer Product,Customer Portal,DEV,242.55,hours,40.6,EUR
